;;;;;;;;;;;LUIZ JUNQUEIRA GUIMARÃES;
33/2018;COOPERATIVA DE CATADORES DE MATERIAIS RECICLÁVEIS RENASCER;;;05/06/2018;PROCESSAMENTO DE RESÍDUOS SÓLIDOS;;;04/06/2023;R$ 255.477,60;;FRANCISCO ANTONIO MENDES JORGE, ISABELE NOVAIS;
;;;;;;;;;;;OLIVEIRA, ALEXANDRO DOS SANTOS HENRIQUES E ANDRE;
;;;;;;;;;;;LUIZ JUNQUEIRA GUIMARÃES;
39/2018;;ASSOCIAÇÃO PRE-COOPERATIVISTA;;06/11/2018;PROCESSAMENTO DE RESÍDUOS SÓLIDOS;;;09/11/2022;R$ 1.250.424,00;FRANCISCO ANTONIO MENDES JORGE, ISABELE NOVAIS OLIVEIRA, ALEXANDRO DOS SANTOS HENRIQUES E ANDRE LUIZ JUNQUEIRA GUIMARÃES;;
;;DOS CATADORES E RECICLADORES DE;;;;;;;;;;
;;RESÍDUOS SÓLIDOS DE CEILÂNDIA -;;;;;;;;;;
;;APCORC;;;;;;;;;;
64/2018;;ASSOCIAÇÃO DE CATADORES DE;;18/12/2018;COLETA SELETIVA DE RESÍDUOS RECICLÁVEIS;;;31/07/2023;R$ 513.883,56;;FRANCISCO ANTONIO MENDES JORGE, ISABELE NOVAIS;
;;MATERIAIS RECICLAVEIS DO DF -;;;;;;;;;OLIVEIRA, ALEXANDRO DOS SANTOS HENRIQUES E ANDRE;
;;RECICLA BRASÍLIA;;;;;;;;;LUIZ JUNQUEIRA GUIMARÃES;
67/2018;;ASSOCIAÇÃO DE CATADORES DE;;28/12/2018;PROCESSAMENTO DE RESÍDUOS SÓLIDOS;;;31/07/2023;R$ 583.948,80;;FRANCISCO ANTONIO MENDES JORGE, ISABELE NOVAIS;
;;MATERIAIS RECICLAVEIS DO DF -;;;;;;;;;OLIVEIRA, ALEXANDRO DOS SANTOS HENRIQUES E LUCAS;
;;RECICLA BRASÍLIA;;;;;;;;;DIOGO CAIXETA;
11/2021;COOPERATIVA DE TRABALHO DOS CATADORES COOTRAEMPOCAP-ASAS;;;28/05/2021;;PRESTAÇÃO DE SERVIÇO PÚBLICO;;28/05/2023;R$ 848.592,00;ISABELE NOVAIS OLIVEIRA.;;
;;;;;;PROCESSAMENTO DE RESÍDUOS;;;;;;
;;;;;;SÓLIDOS URBANOS A SEREM;;;;;;
;;;;;;EXECUTADOS DE FORMA;;;;;;
;;;;;;CONTÍNUA, COMPREENDENDO AS;;;;;;
;;;;;;ATIVIDADES DE RECEPÇÃO,;;;;;;
;;;;;;TRIAGEM, PRENSAGEM,;;;;;;
;;;;;;ENFARDAMENTO,;;;;;;
;;;;;;ARMAZENAMENTO E;;;;;;
;;;;;;COMERCIALIZAÇÃO FRUTO DESTA;;;;;;
;;;;;;ATIVIDADE, PARA ATENDER ÀS;;;;;;
;;;;;;NECESSIDADES DO SERVIÇO DE;;;;;;
;;;;;;LIMPEZA URBANA – SLU/DF;;;;;;
08/2022;COOPERATIVA, DE RECICLAGEM AMBIENTAL- COOPERDIFE;;;29/04/2022;;PRESTAÇÃO DE SERVIÇOS DE;;29/04/2023;R$ 656.403,12;;FRANCISCO ANTONIO MANDES JORGE/ ISABELA NOVAIS;
;;;;;;COLETA, TRANSPORTE E;;;;;OLIVEIRA / ALEXANDRO DOS SANTOS HENRIQUES / LUCAS;
;;;;;;DESTINAÇÃO DE RESÍDUOS;;;;;DIOGO CAIXETA;
